date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:45:03	57912/57912	---M--	200	added ('OK')	text/css	etag:%22e238-5f7d93865bfaa%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from http://localhost/adamportfoliolikhawan/)
10:45:05	675/675	---M--	200	added ('OK')	text/css	etag:%222a3-5f7d9386582a9%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from http://localhost/adamportfoliolikhawan/)
10:45:05	669/669	---M--	200	added ('OK')	text/css	etag:%2229d-5f7d93865fcad%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from http://localhost/adamportfoliolikhawan/)
10:45:07	11224/11224	---M--	200	added ('OK')	application/javascript	etag:%222bd8-5b45debe27b80%22	http://localhost/adamportfoliolikhawan/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-includes/js/jquery/jquery-migrate.mind617.js	(from http://localhost/adamportfoliolikhawan/)
10:45:08	89684/89684	---M--	200	added ('OK')	application/javascript	etag:%2215e54-5e9085b47de00%22	http://localhost/adamportfoliolikhawan/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-includes/js/jquery/jquery.mina7a0.js	(from http://localhost/adamportfoliolikhawan/)
10:45:19	894/894	---M--	200	added ('OK')	text/xml	date:Mon,%2015%20May%202023%2003:45:13%20GMT	http://localhost/adamportfoliolikhawan/xmlrpc.php?rsd	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/xmlrpc0db0.php	(from http://localhost/adamportfoliolikhawan/)
10:45:20	64273/64273	---MC-	200	added ('OK')	application/json	date:Mon,%2015%20May%202023%2003:45:05%20GMT	http://localhost/adamportfoliolikhawan/wp-json/wp/v2/pages/64	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-json/wp/v2/pages/64.json	(from http://localhost/adamportfoliolikhawan/)
10:45:20	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	http://localhost/adamportfoliolikhawan/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-includes/wlwmanifest.xml	(from http://localhost/adamportfoliolikhawan/)
10:45:20	188867/188867	---MC-	200	added ('OK')	application/json	date:Mon,%2015%20May%202023%2003:45:06%20GMT	http://localhost/adamportfoliolikhawan/wp-json/	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-json/index.html	(from http://localhost/adamportfoliolikhawan/)
10:45:24	2424/2424	---M--	200	added ('OK')	application/json	date:Mon,%2015%20May%202023%2003:45:20%20GMT	http://localhost/adamportfoliolikhawan/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fadamportfoliolikhawan%2F	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-json/oembed/1.0/embed9b9d.json	(from http://localhost/adamportfoliolikhawan/)
10:45:27	2495/2495	---M--	200	added ('OK')	text/xml	date:Mon,%2015%20May%202023%2003:45:24%20GMT	http://localhost/adamportfoliolikhawan/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fadamportfoliolikhawan%2F&format=xml	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-json/oembed/1.0/embed5edf	(from http://localhost/adamportfoliolikhawan/)
10:45:27	25944/25944	---M--	200	added ('OK')	text/css	etag:%226558-5f25cb5ea1a7c%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	(from http://localhost/adamportfoliolikhawan/)
10:45:41	96416/96416	---M--	200	added ('OK')	image/png	etag:%22178a0-5f74da53bb7d3%22	http://localhost/adamportfoliolikhawan/wp-content/uploads/2023/03/Capture-1.png	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/uploads/2023/03/Capture-1.png	(from http://localhost/adamportfoliolikhawan/)
10:46:11	262645/262645	---M--	200	added ('OK')	application/pdf	etag:%22401f5-5f6c11815724d%22	http://localhost/adamportfoliolikhawan/wp-content/uploads/2023/03/cv-danish.pdf	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/uploads/2023/03/cv-danish.pdf	(from http://localhost/adamportfoliolikhawan/)
10:48:29	18468/18468	---M--	200	added ('OK')	text/css	etag:%224824-5f7d938624857%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.11.5	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/animations/animations.mina3be.css	(from http://localhost/adamportfoliolikhawan/)
10:48:31	10565/10565	---M--	200	added ('OK')	application/javascript	etag:%222945-5f37627cedf29%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.7.3	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/contact-form-7/includes/swv/js/index76f3.js	(from http://localhost/adamportfoliolikhawan/)
10:48:33	12761/12761	---M--	200	added ('OK')	application/javascript	etag:%2231d9-5f37627cdc254%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.7.3	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/contact-form-7/includes/js/index76f3.js	(from http://localhost/adamportfoliolikhawan/)
10:48:34	3164/3164	---M--	200	added ('OK')	application/javascript	etag:%22c5c-5f25c7c797f86%22	http://localhost/adamportfoliolikhawan/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=1.0.0	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/themes/hello-elementor/assets/js/hello-frontend.min8a54.js	(from http://localhost/adamportfoliolikhawan/)
10:48:38	25202/25202	---M--	200	added ('OK')	application/javascript	etag:%226272-5f25cb5f922ab%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.0.1	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.minf269.js	(from http://localhost/adamportfoliolikhawan/)
10:48:38	1801/1801	---M--	200	added ('OK')	application/javascript	etag:%22709-5f7d93868bf19%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?ver=0.2.1	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js	(from http://localhost/adamportfoliolikhawan/)
10:48:39	2286/2286	---M--	200	added ('OK')	application/javascript	etag:%228ee-5f37628ba7f0c%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/jetsticky-for-elementor/assets/js/lib/ResizeSensor.min.js?ver=1.7.0	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/jetsticky-for-elementor/assets/js/lib/ResizeSensor.min7d4c.js	(from http://localhost/adamportfoliolikhawan/)
10:48:41	11903/11903	---M--	200	added ('OK')	application/javascript	etag:%222e7f-5f37628bab36a%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/jetsticky-for-elementor/assets/js/lib/sticky-sidebar/sticky-sidebar.min.js?ver=3.3.1	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/jetsticky-for-elementor/assets/js/lib/sticky-sidebar/sticky-sidebar.min3d36.js	(from http://localhost/adamportfoliolikhawan/)
10:48:42	4671/4671	---M--	200	added ('OK')	application/javascript	etag:%22123f-5f37628ba6b86%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/jetsticky-for-elementor/assets/js/lib/jsticky/jquery.jsticky.js?ver=1.1.0	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/jetsticky-for-elementor/assets/js/lib/jsticky/jquery.jstickyf488.js	(from http://localhost/adamportfoliolikhawan/)
10:48:43	5299/5299	---M--	200	added ('OK')	application/javascript	etag:%2214b3-5f25cb5f63b00%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.9.2	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min2e46.js	(from http://localhost/adamportfoliolikhawan/)
10:48:44	4958/4958	---M--	200	added ('OK')	application/javascript	etag:%22135e-5f7d93861c327%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.11.5	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/js/webpack.runtime.mina3be.js	(from http://localhost/adamportfoliolikhawan/)
10:48:51	36460/36460	---M--	200	added ('OK')	application/javascript	etag:%228e6c-5f7d9385d92fd%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.11.5	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/js/frontend-modules.mina3be.js	(from http://localhost/adamportfoliolikhawan/)
10:48:52	6475/6475	---M--	200	added ('OK')	application/javascript	etag:%22194b-5dc5fbf1e6f80%22	http://localhost/adamportfoliolikhawan/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from http://localhost/adamportfoliolikhawan/)
10:48:55	17823/17823	---M--	200	added ('OK')	application/javascript	etag:%22459f-5e91db08e6a40%22	http://localhost/adamportfoliolikhawan/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from http://localhost/adamportfoliolikhawan/)
10:48:56	4910/4910	---M--	200	added ('OK')	application/javascript	etag:%22132e-5dc5fbf1e6f80%22	http://localhost/adamportfoliolikhawan/wp-includes/js/dist/hooks.min.js?ver=4169d3cf8e8d95a3d6d5	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-includes/js/dist/hooks.min6c65.js	(from http://localhost/adamportfoliolikhawan/)
10:48:58	10230/10230	---M--	200	added ('OK')	application/javascript	etag:%2227f6-5e95d8f5cb080%22	http://localhost/adamportfoliolikhawan/wp-includes/js/dist/i18n.min.js?ver=9e794f35a71bb98672ae	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-includes/js/dist/i18n.mine57b.js	(from http://localhost/adamportfoliolikhawan/)
10:49:02	21563/21563	---M--	200	added ('OK')	application/javascript	etag:%22543b-5f25cb5efbfa9%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.9.2	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/elementor-pro/assets/js/frontend.min2e46.js	(from http://localhost/adamportfoliolikhawan/)
10:49:04	12198/12198	---M--	200	added ('OK')	application/javascript	etag:%222fa6-5f7d9386b47d4%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://localhost/adamportfoliolikhawan/)
10:49:08	21440/21440	---M--	200	added ('OK')	application/javascript	etag:%2253c0-5e95d8f5cb080%22	http://localhost/adamportfoliolikhawan/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-includes/js/jquery/ui/core.min3f14.js	(from http://localhost/adamportfoliolikhawan/)
10:49:15	41906/41906	---M--	200	added ('OK')	application/javascript	etag:%22a3b2-5f7d9385dd824%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.11.5	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/js/frontend.mina3be.js	(from http://localhost/adamportfoliolikhawan/)
10:49:20	27220/27220	---M--	200	added ('OK')	application/javascript	etag:%226a54-5f25cb5eeee67%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.9.2	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min2e46.js	(from http://localhost/adamportfoliolikhawan/)
10:49:22	10697/10697	---M--	200	added ('OK')	application/javascript	etag:%2229c9-5f37628ba46b7%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/jetsticky-for-elementor/assets/js/jet-sticky-frontend.js?ver=1.0.3	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/jetsticky-for-elementor/assets/js/jet-sticky-frontend4bf4.js	(from http://localhost/adamportfoliolikhawan/)
10:49:57	212956/212956	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2233fdc-5f7d938641d4c%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.18.0	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.eot	(from http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
10:50:12	93868/93868	---M--	200	added ('OK')	font/woff2	etag:%2216eac-5f7d938644003%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.18.0	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.woff2	(from http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
10:50:31	114948/114948	---M--	200	added ('OK')	font/woff	etag:%221c104-5f7d9386438af%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.18.0	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.woff	(from http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
10:51:06	212796/212796	---M--	200	added ('OK')	font/ttf	etag:%2233f3c-5f7d9386434b3%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.18.0	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.ttf	(from http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
10:51:07	320312/320312	---M--	200	added ('OK')	image/svg+xml	etag:%224e338-5f7d9386428fb%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.18.0	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.svg	(from http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
10:51:10	9303/9303	---M--	200	added ('OK')	image/png	etag:%222457-5f3761efce05d%22	http://localhost/adamportfoliolikhawan/wp-content/uploads/2023/01/tilted-2.png	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/uploads/2023/01/tilted-2.png	(from http://localhost/adamportfoliolikhawan/wp-content/uploads/elementor/css/post-64.css?ver=1679887724)
10:51:12	12468/12468	---M--	200	added ('OK')	image/png	etag:%2230b4-5f3761f160f50%22	http://localhost/adamportfoliolikhawan/wp-content/uploads/2023/01/line-4.png	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/uploads/2023/01/line-4.png	(from http://localhost/adamportfoliolikhawan/wp-content/uploads/elementor/css/post-64.css?ver=1679887724)
10:51:13	4539/4539	---M--	200	added ('OK')	image/png	etag:%2211bb-5f51c8f363c90%22	http://localhost/adamportfoliolikhawan/wp-content/uploads/2023/02/tilted-1.png	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/uploads/2023/02/tilted-1.png	(from http://localhost/adamportfoliolikhawan/wp-content/uploads/elementor/css/post-64.css?ver=1679887724)
10:51:36	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-5f7d938673bc4%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
10:51:58	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-5f7d938673bc4%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
10:52:10	76764/76764	---M--	200	added ('OK')	font/woff2	etag:%2212bdc-5f7d938675d2e%22	http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/portofoliomei/localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from http://localhost/adamportfoliolikhawan/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
